no Diet Coke and a literal bone this Boorito was extra spooky!	specific
Nope! Still just the $3. -Becky	specific
If you get queso or quac on you're bowl, its extra?	specific
Just stop by in costume /31 pm-close. Official rules:	specific
I mean, Boorito is basically the adult version of Halloween... -Becky	specific
Happy Halloween! Since I'm too old to trick or treat I now look forward to $3 booritos at I got mine earlier, did you?	specific
I'm so glad we could help. Who did you work with? I'd like to share the praise. -Becky	specific
Thank you for resolving my issue so quickly!! Y’all are the best ️	specific
So frustrated with Ordered dinner on Saturday using their app. Order was wrong AND they charged my credit card twice	specific
All of our U.S. locations are participating! -Becky	specific
Btw giving out $3 burritos if you dress up for Halloween Call your Chipotle to make sure, they’re doing it select ones	specific
My apologies for that. Just sent you a DM to help. -Becky	specific
Tried, didn't work. How rude :/	specific
Give it a try. -Tara	specific
can I dress up as myself and still qualify for a BOORITO?	specific
That's the best kind of trick-or-treating. All treats, my friend. -Becky	specific
Every year, my trick-or-treating routine is walking to Chipotle, spending dollars and walking back home.	specific
That's incredibly concerning. Please provide more details so we can investigate: -Becky	specific
this is nasty. A used napkin in someone's food	specific
Bummer. I'm so sorry. How far away is the closest location? -Becky	specific
$3 burritos and I’m nowhere near a 🤦‍️	specific
Noted -Becky	specific
Also I got the onesie at target. So cozy	specific
Thanks Becky! Just feeling sorry for myself because my fiancé is driving from D.C. To Mississippi tonight	specific
You won't be alone – we'll be there with you. Also, I want that llama onesie. -Becky	specific
Considering walking to in my llama onesie alone happy Halloween	specific
I love it! Thanks so much for stopping by. -Becky	specific
name a better halloween duo	specific
There is no info to share at the moment. Feel free to keep an eye on the PS Blog for news and updates:	specific
Can I get help already??	specific
So, what's the november ps plus free game?	specific
Glad to know that is downloading, please feel free to contact us if you have further concerns.	specific
It was when I would go to download it. I just waited a few hours till after I bought it and it downloaded now.	specific
Sorry for the inconvenience. Do you see the data corrupted message when you try to open the game or download it?	specific
I bought Lego Star Wars in the PlayStation store but it won't let me download it because the data is corrupted..	specific
Glad to help. Please share the details of this issue in our Community forum for further investigation:	specific
can i block a community from sending me invites to something i dont want to join	specific
Glad you had fun, Sarah! We heard Count Collin can really suck the life out of the party . . .	specific
We had to have a Count Colin xx...	specific
We've let our team know we can do better, Joel. Thanks for sharing	specific
‘Ere , never mind avocado 🥑 - How’s about ‘ave a word? Is it really necessary? The pair of ‘em were suffocating.	specific
We're only obligated to provide bags for un-packaged meat. As ours is prepackaged, a charge will be applied	specific
Raw meat!!!! It’s does not say unwrapped raw meat!!! Sainsbury’s don’t charge nor do Waitrose so y do you?!	specific
As our packaging is sufficient, any extra wrappings or bags does require an extra p charge as per legislation. Thanks	specific
I check with the Gov office and legal. They stated you are not right. But it’s funny how the other stores don’t but you do. No wonder Lidl and the rest are beating you.	specific
ou must charge at least p a bag (including VAT) for carrier bags that are all of the following: unused - it’s new and hasn’t already been used for sold goods to be taken away or delivered plastic and microns thick or less it has handles, an opening and isn’t sealed	specific
aren’t require charge a bag: paper bags shops in airports, or on board trains, aeroplanes or ships bags which only contain certain items, such as unwrapped food, raw meat and fish where there is a food safety risk, prescription medicines, uncovered blades, seeds, bulbs &amp; s	specific
y do they charge you for a meat bag at colliers woods branch. If you buy meat you r required to supply customers a free bag. Poor service.	specific
Love the aesthetic of your Colin the 'Creeperpillar' and someday.... 🦋	specific
Excellent Halloweening	specific
Hello, Josh! To get better assistance and support, we suggest that you post a tweet or DM our friends from .	specific
Brilliant, thank you!	specific
hi, having trouble making purchases on Xbox one store for fifa points, can you help?	specific
Help is here. To assist you in recovering your account we recommend that you contact our Answer desk team: .	specific
I need assistance recovering hotmail accounts. I have filled the recovery forms but am told am not providing enough info	specific
It appears this has been removed. Thanks for letting me know ^MB	specific
umm someone is streaming WWII with + viewers	specific
No problem, let us know if you come across any other issues or questions in the future. We are happy to help. ^RK	specific
I'm trying to buy the digital deluxe edition on the ps store but I keep receiving an error message	specific
Hello there. Sorry for the late response. I am just checking if you still in need assistance. Please let me know. ^RN	specific
Thanks	specific
Yes you can pre order the game on the console store. For more information please contact your console store. ^RK	specific
can you still pre oder ww2 on the playstation store	specific
Good afternoon William, unfortunately this app is no longer supported. Sincerest apologies. ^JP	specific
Are yous going to update COD Zombies on IOS for IOS .	specific
Good afternoon Jayden, sadly we don't have information on that. Sincerest apologies. ^JP	specific
Why was there a half gig update for world at war?	specific
This is awesome! Thank you so much for the support! Love the costumes! ^TV	specific
tried that there was people so i came back	specific
Hey there! You can check out this link for more information in regards to this - ^KO	specific
So, when I go get the game on friday my code will be on the receipt?	specific
Did gamestop give you a code with your pre order down payment that you needed to redeem? ^KO	specific
Yes, the beta code	specific
Have you redeemed that on your account? Even tho it says beta code, your pre order bonus are linked. ^KO	specific
Yes I have, so my code is on their?	specific
I pre ordered my game at game stop	specific
Hello there, I apologize for the delay. Can you clarify where you pre-ordered the game? Please be sure you keep us updated. ^RN	specific
For double ^	specific
i pre ordered wwii but how do i get the code?	specific
Can you please give me your gamertag / platform you're playing on so I can pull up your account information. ^CB	specific
Seth_tubbs and I am on PS4	specific
I got all of my stats reset on MWR and I don't know why. please help!!!	specific
Unfortunately we don't have any information on this. Please stay tuned for more updates. ^JW	specific
Will non season pass holders get the bobus man Carentan at any point? Or not at all?	specific
Sorry that this isn't more simple... let us know if the steps in the video work out or if you need further help ^Madison	specific
Didn't work. Tried it on another computer, fresh install, same thing...	specific
Would you please DM the Adobe Product &amp; your purchase details that you have so that we can ask our eerts to follow up. ^Raj	specific
sure thing	specific
the ctrl+alt+shift on load method didn't work. (2/2)	specific
Hi Jason, could you please try resetting the preferences of Photoshop &amp; let us know if it helps with the issue ^SC	specific
Pretty much elained my issue in the quoted tweet... dragging an image onto a canvas no longer center snaps it...	specific
Hi Jason, please let us know if there is anything we can do to help. Thanks! ^AJ	specific
Any help here ?	specific
Hi Jeffrey, were you able to update to Lightroom Classic CC? ^Tanuj	specific
nope still down.	specific
Have you tried signing out/back in or reinstalling the CC desktop app? Let us know! ^Madison	specific
yes ive done that multiple times. its happened on previous versions as well.	specific
Thanks for confirming. We're looping in an eert who can help you out here. They will reply as soon as they're available. ^Madison	specific
ok	specific
so..when are they available?	specific
Sorry for this. Let me request the eert to look into this ASAP as he is in office. ^Raj	specific
ok. its been very frustrating. i have multiple jobs that i need finished and your application isnt helping.	specific
Hi Jeffrey, we wanted to check if you had managed to install Lightroom Classic CC. Please let us know if you need further assistance. ^NR	specific
no its still broken. i deleted it and will probably be getting rid of my membership and return when its working properly. thanks	specific
Jeffrey did you use the process listed in to delete Lightroom Classic CC? ^Jeff	specific
ill just wait for the next big update. ive wasted my time and patience with adobe products	specific
Jeffrey I am sorry to hear that. If you face future errors please review the installation logs. ^Jeff	specific
yea ive done everything you guys told me to do. i know its not my mac either as i have the retina imac which is fairly new.	specific
Hi there, I am looping our eert team to help answer your question. Thanks! ^MC	specific
you guys have been saying that for weeks now. your product went from being great to now unable to work and terrible. very disappointed.	specific
whats going on with your app. its totally stuck here for hour and prior to updating froze and didnt work since updating.	specific
こんにちは、アマゾン公式です。Fire TV Stickが見れないというのは、どのような状況でしょうか。一般的なトラブルシューティングを記載したヘルプがございますので、ご参照ください。 ET	specific
ありがとうございます。 今、電話で主人が対応していただいてます。	specific
電話で対応してもらいましたが改良されませんでした。 保証期間も過ぎてるので買い直しになるんでしょうね。	specific
カスタマーサービスにてお問い合わせ済みとのことで、お手数をおかけいたしました。リプライいただきありがとうございました。ET	specific
こちらこそありがとうございました。	specific
恐れ入ります。至らない点も多々あるかとは存じますが、今後ともどうぞよろしくお願いします。ET	specific
amazonのfireTVstickが見れない	specific
Hi, you can change your Microsoft account email through the steps here: . If the email your son wants to change to is already associated with a Microsoft account, you'll need to follow those steps to switch the email address on that account too. ^ZM	specific
can I change me sons Xbox live account to his Hotmail account, currently linked to my Hotmail account	specific
Hi there, Lightroom update was launched recently, please update the app to the latest version. ^TS	specific
Did u release an update today for Lightroom Classic CC?	specific
Hi there, please DM us you Adobe id so that we may have a quick look at your account details. ^Tanuj	specific
Please tell me why my has eired, but I’m still being charged????	specific
Hi there, you may suggest it as a feature request at: . ^Tanuj	specific
are there any plans to add a fast crop mode for the iPad version of LR? It takes too many taps and slows down workflow.	specific
Thanks for sharing the file, we'll get back to you with updates as we investigate. ^Wren	specific
It’s intermittent for me. This file fails reliably: The “Create subfolder” option just makes an empty “svg” folder	specific
Unfortunately, we are not able to reproduce it at our end. I'll still be checking with the development team to find out more on this. ^OM	specific
Seems pretty widespread: Don't mean to be a jerk, but it's frustrating when an update breaks core functionality.	specific
Hi Keelin, Sorry for the inconvenience. I am able to ert SVG in AI CC . Would you mind sharing your workflow, sample file/screenshot?	specific
So apparently the new version of has this cool feature where you can't ert SVGs. Sick update guys.	specific
Hi Duncan, please update Lightroom to 3 from the following link: . ^Tanuj	specific
I'm worried as if I update my LR6 standalone programme I could lose it due to the new online version....is this true and if so is this fair!	specific
Whoa! Come along with Lightroom’s own Ben Warde to get the lowdown:	specific
Hi Lauren, can you try changing your forum screen name at ? That should do the trick! ^Madison	specific
your online forum is always broken even when I clear my cookies.	specific
Hi Jake, any screenshots you can share? What are you ert settings? Is this happening on all files with links? ^Wren	specific
Here is an example of an ert before and after. Ert settings are unchanged from default. No, only some files.	specific
Hi Jack, is there any way you could send me a file to try erting on my end to try and replicate? ^Wren	specific
Hi Jack, we're looping the eert back into this conversation. Thanks! ^AJ	specific
Solved this via phone support	specific
InDesign is erting all PDFs with blurry links, but links are not missing in INDD file. JPG ert is not blurry. Help!	specific
Thank you for that. We have responded to your DM with more information.	specific
I've just sent you a message with details. Thanks for your help	specific
Hi there, we would like to help. Please DM us your account's email and reservation code so we can further assist. Thank you.	specific
Quand ton ne ressemble pas à celui que tu as réservé, &amp; qu'en + d'être sale et en sous-sol, tu te retrouves à dans !	specific
We are sorry to hear this. Please DM your email address and reservation code so we can look into this for you. Thank you.	specific
Misrepresentation by host. Asked them to cancel my reservation and refund me over AUD1700 - strict policy. No response. Please help.	specific
Hi there! We'd recommend reaching out to the chat team here: ^JA	specific
They have no info either..	specific
We'd recommend keeping an eye out on your email that is associated with your account for further info. ^JA	specific
Lol so there's no one who can say when they're going to be shipped...? That's kinda weird	specific
When someone or knows when the xbox one x ships let us know. Lol shouldn't b a mystery..	specific
Did you pre-order this console via the Microsoft store? If so, then let's have you reach out here: ^JA	specific
Kinda need to make sure I have $ cdn in my bank, so would be nice to know.. I dun just have cash laying around ya know	specific
Already did they had me call and no one can answer the question. I'm not trying to be a jerk but it's nuts no one has a answer..	specific
Would like to know so I can make sure I have enough money for it...	specific
can anyone let me know when our pre orders are going to be shipped for xbox one x??	specific
Hello! Would you mind following us and sending a DM with your gamertag and the code you redeemed? ^RR	specific
redeemed a code for fifa points this afternoon and still haven't got it. Why is this?	specific
Can you show us what is appearing on your screen? ^RM	specific
This is what's on my screen? Not sure if it's Xbox side or my5 side that's broken? Last time it was my5 as had to call head office about it!	specific
the app on Xboxes not working error code , done a power cycle and still the same? Please fix app	specific
ご不便をおかけしております。アプリをご利用でしょうか。強制停止&gt;端末の再起動にて改善する場合がございますので、お試しください。改善しない場合は、状況を確認しご案内させていただきますのでこちらからカスタマーサービスまでご連絡ください。 ET	specific
amazonプライムビデオ、再生エラーが多いです	specific
Hi. Emergency services are dealing with an incident, info here:	specific
my colleagues for more info on how this is affecting services, thanks. /2 ^JP	specific
Ah maybe could help on this one	specific
Nothing, partner was on a train to Preston had to get a Taxi rest of way as was told no trains into Preston for a few hours	specific
What have you seen?	specific
Something going on at Preston train station ?	specific
Hi Loreen,kindly DM us your booking number and attach guest passport copy, we'll fix it for you, see you there!- Anwar	specific
Hi! I have DM u my booking and passport picture thanks so much for quick action	specific
Hi Loreen,correction done! See you on board! Cheers!- Anwar	specific
thank you very much..	specific
Hi! i would like to know on my itenerary on how the birthday can be seen. i would like to double check if i can key in our birthdays right	specific
Hi Loreen, you may check the passenger's date of birth via AirAsia member account under manage booking. Thanks-Sha	specific
but i cant see it. i only see itenerary.. no birthday	specific
As you may check it under manage my booking online or during web check in. Date of birth will be shown accordingly.- Ed	specific
Hi Airasia. i want to rebook my return flight. but when i try rebooking my inbond also is rebooking. please help me. thanks	specific
Hi Loreen Kindly DM us the booking number that you wish to do change flight for us to assist you further-Thanks-Anwar	specific
hi! I have booked my ticket and when i see my itenary has been redundant i call ur customer service to assist but out of line.	specific
Sorry as we checked booking has already eired due to no payment made. Kindly please proceed with new booking - Ed	specific
lost my booking chua loreen lee flight z2 28 /22-01/8 taipei-manila. __email__	specific
Lost your booking number? No worries, just drop me the passenger's name, flight details and email. I'll trace it and email u in no time	specific
Hi Emma, Could you please follow us so we can DM you again with the email reply sent to you Yana	specific
Hi Yana, followed!	specific
Hi Emma, We have replied to you via DM. please check again, Thank you- Mariya	specific
Hi Yana I don’t have any DMs from you. Did you mean email?	specific
We have replied to you via DM. Check it out Yana	specific
CAS-19708536-CB92N2 CRM:0326600 Please check on this I haven't heard from my case officer in weeks and provided all docs.	specific
notified if there should be any changes-Yana	specific
You'll be even happier to know that the restrictions around the volcano area have been lifted. Enjoy staying at home pal!	specific
Why are you not refunding my trip to Bali for Volcano eruption!!! Urgently refund!!	specific
We are terribly sorry but we could not offer any options since all the flight are operating as per normal.Passengers will be	specific
Hi Looreen Kindly DM us the booking number and attach guest passport copy, we'll fix it for you, see you there! -Anwar	specific
my surname has been redundant where do i go to correct it?	specific
H	specific
Please don't tell me Carol!! I can't wait to go home &amp; find out!! - Chloe	specific
My lips are sealed	specific
Somebody else has told me!! I'm gutted - Chloe	specific
Aahhrrgh! Keep mum, I’m still watching	specific
Don't you worry Carol, my lips are shut!! - Chloe	specific
Aww, Sophie deserved winner	specific
Fresh cream palmier bakery Bellshill gets my vote for baker ‍just catching up on don’t know who won yet	specific
Hi there, sorry about that. Please DM me when you visited the store and I'll look into this. Thanks - Kirsty	specific
That's pointless as it's every day, all the time. No matter when I go in. I speak the management who r as fed up as I am. They've no staff.	specific
So sorry! Could you send me what store this is in so we can get this to the right people? - Janay	specific
I can see you've sent the store, leave it with us and we'll get this sorted - Janay	specific
so fed up of this very familiar sight at Houghton Regis. Get more staff &amp; stock the place properly. This is just a small example	specific
store you bought it from, along with your address and More Card number and I'll get this sorted for you. Thanks - Kirsty	specific
for £6, unless one is reduced (hidden label on the side!) then it’s for £6.14. Don’t care about the p but feel ripped off!	specific
Hi Emma, sorry about that. If a product is reduced then the previous offer isn't applied. Please DM me the barcode and the	specific
You're welcome, William. Give us a shout if you need assistance with anything else. Good luck with the NRC app.	specific
Thank you nike	specific
While the Coach plans can be weeks in time. It's up to you to decide what fits you best. (2/2)	specific
I'm new to nike+ run club app, should i start with guided runs or my couch?	specific
We got this. Both are beneficial to starting the NRC app. The Audio Guided runs are one time runs. (1/2)	specific
What exactly is the issue you are having?	specific
I’ve asked your sales rep about the payments and she wasn’t ready to listen to any issues that I had.	specific
Apologies for all of the issues. If you have time to chat securely with me, I would be happy to review. ^Rachel	specific
Sure. Please drop me a message now.	specific
Great. Please go to log in and select code and we will continue our conversation there. ^RK	specific
Amex Platinum and Amex everyday card.	specific
I am so sorry to hear that. Which U.S. based card do you have? Pls do not share any personal info.	specific
Nope. They weren’t ready to listen what I wanted to say and if I had any questions about anything else and hung up on me.	specific
Hi there, I am so sorry to her that. what exactly is the issue you are having?	specific
Thought Amex values their customers. But boy you got really bad reps on the customer service.	specific
It’s getting all sorts of saucy over here this .	specific
Treat!	specific
So what’ll it be this : a trick or a treat? Let us know below.	specific
Our heart’s beating faster over here, and it’s not from all the scares.	specific
Treat me!	specific
Chocolate chip cookies + McFlurry = everything you’ve ever been missing.	specific
Can I get uhhhhhhhhhh... treat?	specific
Hi - are you receiving an error message when trying to link the account?	specific
I cant Connect my Interactive Broker ( Canada) with yahoo finance App in ios , Any suggestions.. ??	specific
Hi there, thanks for reaching out. Please send us a DM so we can continue our conversation.	specific
I have to be at work at pm tomorrow. My new phone is being overnighted but it may not be there until then. I have no other ride.	specific
Please let us know how we can help and DM your tracking using this link. ^MC	specific
whats wrong w/ amazon leavin shit outside like ups...🤔	specific
I'm sorry to hear that. Let us know what happened and if you have a tracking please send that too. ^MC	specific
that small biz tyrant a dime yo. nice	specific
Worth the squeeze: when you’ve got us helping you along the way, owning your own can be quite fruitful!	specific
Glad to check. Pls, DM your confirmation number for assistance. *QB	specific
DM sent	specific
i booked my flight using delta amex card. Checking in now &amp; was being charged for baggage	specific
Don't forget - this Sunday is Bring Your Grandma to McDonald's Day. See you then!	specific
My granny will be attending the McD’s in Heaven! Would give anything to be able to bring her myself!	specific
My grandma's laying thanks to delicious New	specific
I'm sorry we've let you down! Without providing any personal information, will you describe the issue? We'd love to help. ^TN	specific
different people have given different answers and I still don't have my order. Says delivered Saturday, was not, I was home all day	specific
We'd like to take a further look into this with you! Please reach us by phone or chat here: ^AG	specific
"I frankly don't have the patience for another chat with your ""customer service"" people today."	specific
Way to drop the ball on customer service so pissed right now!	specific
I am unable to affect your account via Twitter. For real time support, phone or chat use this link: ^CH	specific
I want my amazon payments account CLOSED. dm me please.	specific
Hi, wir erhalten die Filme/Serien so vom jeweiligen Studio. Gebe ich aber direkt als Feedback dorthin weiter. Gruß ^JS	specific
Okay, danke für die Info	specific
Wir haben zu danken. Schönen Abend noch. ^JS	specific
also, beim Addams Family-Film in Prime sind Bild und Ton nicht wirklich synchron. Wie kommt's?	specific
I'm sorry for the wait. You'll receive an email as soon as we have an estimated delivery date. ^FJ	specific
Yeah this is crazy we’re less than a week away and still no Shipping Information on something that we Pre-ordered back in August	specific
Thanks for your patience. ^KM	specific
How about you guys figure out my Xbox One X project Scorpio edition first. No eected delivery or shipping date and it’s only a week away	specific
PLAYERUNKNOWN'S BATTLEGROUNDS is now available for preorder on Xbox One consoles -	specific
I'm sorry your order arrived in this condition! Please reach out to us for available options: ^DG	specific
my package was ‘accidentally’ opened.. items missing worth £97. You need better delivery drivers!!	specific
I'm sorry for the wait. Please reach out to us so we can take a closer look at this delivery: ^SH	specific
why is my order at my local courier for the last days and still hasn’t been delivered to me?? Over week late	specific
Alexa says both styles are working for you! My vote goes to the Flamingo look! ^SE	specific
Thanks for the style advice, look ...I think?	specific
Were you able to reach us at the link DW provided? ^TR	specific
Hi ready for some help	specific
The Echo Show is supported, please reach us for some live troubleshooting at your convenience: ^DW	specific
Is the Echo Show no longer supported?	specific
Nothing there helped me with the Echo Show	specific
Oh no, I'm sorry for the issues! For troubleshooting, please check out our Echo Help pages here: ^SG	specific
Bought an Echo Show and it won’t recognize a single account in our household. WTF, guys?	specific
I'm so sorry you didn't receive your parcel! We'd like a chance to look into this with you here: ^SY	specific
That page is useless - doesn’t allow me to state it hasn’t been delivered; only tells me it has! How can you sort this out?	specific
You can also request a call back here Martin ^KM	specific
. Item has not been delivered but tracking says it was handed to me over an hour ago... nd time this has happened. Sort it out	specific
Thanks for bringing this to our attention! Please also leave packing feedback here: so we may improve.^KL	specific
In response to your packing video, this packaging was for a ft washing line pole	specific
Oh no! We want to hear more about your eerience with AMZL. Please provide your feedback here: ^SH	specific
I don't want a form to fill out that logs a response no one reads. I want to prevent AMZL from touching my stuff. Possible, or no?	specific
Is there a current order you're having difficulties with? Please let us know, we'd like to help! ^KL	specific
Already started the return. UPS gets it from my doorstep tomorrow. Order -5014070-4118645	specific
Provide your details here: and my team will escalate the order to Amazon Logistics for feedback. ^EZ	specific
Is it possible to prevent AMZL from delivering my packages moving forward? Stuff is either lost/stolen/broken EVERY time.	specific
Let us know if there’s anything else we can do for you! We're happy to help out any way we can! ^FR	specific
Already handled, just venting. It was a pretty big bummer.	specific
I'm sorry your book arrived this way! You can find replacement/refund options here: ^VS	specific
, it’d be nice if the book I waited months for wasn’t damaged inside of an undented box. …	specific
¡Que lindoooooooooo! ^JJ	specific
Feliz	specific
CONCURSO :Tarjetas regalo en por tu foto en la cama disfrazado y en los post promo:	specific
Oh no! Please contact us via phone/chat here: We're unable to view order details via Twitter. ^KL	specific
delivery I paid for today,didn’t arrive.why not?i paid enough for it.where is it??I’m unhappy.refund the delivery charge	specific
You're not lion! She even shows witch way is up! That's quite the wardrobe! ^AC	specific
Aww your reply made her night!	specific
"Anna Inspired in idea lab at school to be package being shipped to Narnia! ""Amazon can go anywhere"" according to Anna."	specific
Oh my! I'm sorry for the troubles! Contact us by Phone or Chat: &amp; we'll be glad to help! ^FR	specific
I just said it's been sorted! I've been refunded! I'm just not impressed with the service any more.	specific
They sent the feckin' order to Germany! Some dozy driver is looking for an address in the wrong country! I'm so done with Amazon!	specific
WHAT IN THE WORLD?!	specific
"I'm NEVER using Amazon again! After waiting in all day as item is ""out for delivery"", they've only gone and sent it to the WRONG COUNTRY!"	specific
That's okay! Thanks for checking! Please contact us by phone or chat and we can look into this: ^BN	specific
Yeah idk the shipping company and it says “mike Ziemer” signed for it in the mail room at our building lol	specific
Remember my head phones and they brought them within minutes	specific
My package from with my Halloween costume was “delivered” Friday but I don’t have I so searching everywhere for a last minute idea.	specific
I'm sorry for the trouble this has caused you; please contact us so we may lend you a hand: ^WM	specific
	specific
How packages china	specific
Please share your details here: and I'll get back to you. /2 ^HD	specific
Details sent. Please check.	specific
Thanks for confirming that the details have been shared. Our team will give it a look and reach out shortly. ^AB	specific
Already contacted -4 times in the last month. But all I got was assurance that matter is escalated &amp; new status will be provided in day!	specific
Please report this to our support team here: and we'll look into this. /2 ^HD	specific
Order -6196346. You couldn't deliver EVEN AFTER A MONTH. You should be ashamed of yourself.	specific
We still offer discounts on eligible physical game pre-orders. For further details on Prime benefits: ^MB	specific
since when you stop giving % off videogame pre-orders (amazon prime members) im confused? why?	specific
I'm sorry we let you down! We'd like to make sure this is addressed. Please provide some details here: ^BN	specific
Just pulled another delivery out of the bushes since the people can’t walk the extra ft to my door. So tired of this.	specific
We're here for you. Which version of the iOS are you running? Check from Settings &gt; General &gt; About.	specific
The newest update. I️ made sure to download it yesterday.	specific
Lets take a closer look into this issue. Select the following link to join us in a DM and we'll go from there.	specific
	specific
why are my I️’s changing not showing up correctly on any of my social media platforms?	specific
Let's go to DM for the next steps. DM us here:	specific
Tried resetting my settings .. restarting my phone .. all that	specific
Any steps tried since it started last night?	specific
This is what it looks like	specific
That's great it has iOS as we can rule out being outdated. Any steps tried since this started? Do you recall when it started?	specific
I️ have an iPhone Plus and yes I️ do	specific
We'd like to look into this with you. Which model do you have and is iOS installed? Any steps tried so far?	specific
I️ need answers because it’s annoying	specific
Why are my I’s question marks ?	specific
What is up with this “ I️ “	specific
Hey, let's work together to figure out what's going on. Meet us in DM and we'll continue from there.	specific
Just sent you all my DM	specific
Hey and anyone else who upgraded to ios11.1, are y’all having issues with capital “I️” in the Mail app? As it puts in “A”?	specific
We'd like to investigate further with you. Send us a DM and we can troubleshoot more from there.	specific
This is what is happening...	specific
Fill us in on what is happening, then we can help out from there.	specific
Tf is wrong with my keyboard	specific
We've received your DM and will continue there.	specific
are the call centres closed for the night?	specific
What's going on? We're hapy to help if we can.	specific
hello are all the lines closed for tonight	specific
Reach out to us via DM, and we can take a look at this with you.	specific
I️ upgraded. I️t didn’t work.	specific
I will!	specific
We’re going to need you to share the answers Angela. I️ can’t stand this!	specific
You're in the right place; we'll do all we can to help. To start, let us know what iOS version is installed via DM:	specific
Hello, internet. Can someone elain why this symbol keeps appearing on my phone and when I️ try to type the letter I️? Also	specific
Go ahead and send us a DM please. Let us know the country you're in.	specific
I’ve got a screenshot saying my is reserved for the rd then an email saying it’s the th... what happened?	specific
We'd like to help, but we'll need more details. What's happening on your device and which model is it? Do you have iOS ?	specific
I have the iPhone s Plus and just did the most recent update.	specific
To make sure, is iOS installed on it currently? Also, any steps tried so far? DM us here:	specific
Thank you I updated my phone and now it is even slower and barely works. Thank you for ruining my phone.	specific
Thanks! Which iOS version is currently showing in Settings &gt; General &gt; About?	specific
iOS	specific
Let's check Settings &gt; General &gt; Software Update. iOS was released earlier today. If you see it, please backup &amp; update.	specific
